-9.408344077536318295e+00 -2.569861566155757338e+00
-9.856140301823248961e+00 -9.373831531010523577e-02
-9.544861313191621122e+00 1.036565505767935491e+00
-9.536531704206359095e+00 2.560726952459233985e+00
-8.642822922538030639e+00 -3.592270986094132645e+00
-9.184412057052643519e+00 -1.215772383781635213e+00
-8.858495851646228658e+00 5.981688787438876886e-02
-8.628017292648403114e+00 3.025688068477832005e+00
-8.924573862811056912e+00 4.187831749271111903e+00
-8.021705755014099992e+00 -5.674405137530253995e+00
-7.952856120217571601e+00 -4.553336444704524588e+00
-8.544080769769601957e+00 -1.986082864759660893e+00
-8.520899962092222779e+00 1.870807102081109008e+00
-7.583082039896211768e+00 -1.340108906714407411e+00
-7.731899055254964459e+00 2.897910053629431104e-01
-7.508103261436083642e+00 2.182166617081767512e+00
-7.828941795469104292e+00 3.650001527011825786e+00
-7.581764018676776296e+00 5.316221757424340666e+00
-6.792888743745534086e+00 -6.377400070942473853e+00
-7.097569564155676858e+00 -3.022865313109371677e+00
-6.508473135320105740e+00 -1.723106417864284978e+00
-6.723983180463241283e+00 6.084849394004329781e+00
-5.838799283991966682e+00 -7.147161866196696245e+00
-6.336294160059974701e+00 -5.263259468273647101e+00
-6.306264962832008436e+00 -4.081313607568277213e+00
-5.829416790903742651e+00 -9.084458537980530934e-01
-6.063836767220703194e+00 1.202270108872358634e-01
-6.138007372952739793e+00 1.179796888483144457e+00
-6.265024212330267517e+00 2.456518281141240934e+00
-6.044627747637158599e+00 3.583207515777491636e+00
-6.339021902793251506e+00 4.752663566427919761e+00
-6.000430888130815710e+00 7.524291497903604409e+00
-5.276480009740603272e+00 -8.469997332535919909e+00
-5.055539863055695804e+00 -4.404386866363632080e+00
-5.310455755880556517e+00 -3.065600031316320084e+00
-5.163487481216178843e+00 -2.041221332343321038e+00
-5.232086485810436116e+00 6.127981966506592215e+00
-5.138394769828543041e+00 8.462764149084414100e+00
-4.441574278563973799e+00 -7.386299875083256694e+00
-4.866863803491032314e+00 -5.852753755796633151e+00
-4.608047237114946348e+00 -2.901851195606237610e-01
-5.045854881904542566e+00 1.221229286104234646e+00
-4.621196815784140099e+00 2.373929174532458219e+00
-5.001174670690694768e+00 3.911664554325865240e+00
-4.581840747516875645e+00 4.965946723700900733e+00
-4.555691149757801206e+00 7.495527875146350993e+00
-4.037995324425493138e+00 -8.320428687472089635e+00
-3.996790732962209880e+00 -4.465199117018427977e+00
-4.322821693241089669e+00 -1.493110426877695573e+00
-3.784772706993061675e+00 7.908611409932326808e-01
-3.723713148871592438e+00 3.576770614652090785e+00
